"STATION","Name","PPT_sp_Station","PPT_sm_Station","PPT_at_Station","PPT_wt_Station","Tmax_sp_Station","Tmax_sm_Station","Tmax_at_Station","Tmax_wt_Station","Tmin_sp_Station","Tmin_sm_Station","Tmin_at_Station","Tmin_wt_Station","Tave_sp_Station","Tave_sm_Station","Tave_at_Station","Tave_wt_Station","MSP_Station","MAP_Station","MAT_Station","MWMT_Station","MCMT_Station","TD_Station","AHM_Station","SHM_Station","Tmax_wt_Model","Tmax_sp_Model","Tmax_sm_Model","Tmax_at_Model","Tmin_wt_Model","Tmin_sp_Model","Tmin_sm_Model","Tmin_at_Model","Tave_wt_Model","Tave_sp_Model","Tave_sm_Model","Tave_at_Model","PPT_wt_Model","PPT_sp_Model","PPT_sm_Model","PPT_at_Model","MAT_Model","MWMT_Model","MCMT_Model","TD_Model","MAP_Model","MSP_Model","AHM_Model","SHM_Model"
"1140448","ARGENTA",158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,12.9,23.5,11.6,-4.3,2,10.3,2.8,-1.5,7.5,16.9,7.2,236,139,146,181,7.5,18.1,-2,20.1,701,231,25,78.2
"1140876","BILLINGS",141,128,123,154,15.3,27.2333333333333,13.7666666666667,0.666666666666667,2.2,11.1666666666667,2.76666666666667,-5.4,8.75,19.2,8.26666666666667,-2.36666666666667,215,546,8.4625,20.65,-3.4,24.05,33.8141025641026,96.046511627907,1.3,15.5,27.5,14,-4.9,2.1,10.5,2.6,-1.8,8.8,19,8.3,154,126,119,118,8.6,20.3,-2.9,23.2,518,199,35.9,101.9
"114118","KEEN CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.9,9.5,20.8,7.9,-6.9,-1.2,8.8,0.6,-4.9,4.1,14.8,4.3,358,274,218,337,4.6,16,-6.7,22.7,1187,359,12.3,44.6
"114119","CARNEY CREEK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4,8.4,20.5,7.7,-10,-2.8,6.7,-1.5,-7,2.8,13.6,3.1,318,219,213,297,3.1,14.8,-8.4,23.1,1047,340,12.5,43.4
"1141450","CASTLEGAR",182,141,209,224,16.3,27.9666666666667,14.1666666666667,1.8,1.76666666666667,9.86666666666667,2.8,-4.23333333333333,9.03333333333333,18.9166666666667,8.48333333333333,-1.21666666666667,250,756,8.80416666666667,20.15,-2,22.15,24.8732363315697,80.6,1.5,14.8,26.3,13.1,-3.4,2.9,11.2,3.7,-0.9,8.8,18.8,8.4,218,161,135,171,8.8,20.1,-1.8,21.9,685,226,27.4,88.9
"1141455","CASTLEGAR A",189,144,190,218,14.8333333333333,26.7333333333333,13.1666666666667,1.23333333333333,2.6,11.2333333333333,3.26666666666667,-3.76666666666667,8.71666666666667,18.9833333333333,8.21666666666667,-1.26666666666667,256,741,8.6625,20.25,-2.2,22.45,25.1855600539811,79.1015625,1.4,14.6,26.3,13,-3.8,2.6,10.9,3.4,-1.2,8.6,18.6,8.2,225,169,138,179,8.6,20,-2,22,711,235,26.1,84.8
"1141457","CASTLEGAR BC",159,150,159,177,14.4666666666667,26.0666666666667,12.8333333333333,1.6,3.1,11.9,4.26666666666667,-3.1,8.78333333333333,18.9833333333333,8.55,-0.75,261,645,8.89166666666667,20.35,-1.55,21.9,29.2894056847545,77.9693486590038,1.5,14.7,26.2,13,-3.5,2.8,11.2,3.6,-1,8.8,18.7,8.3,211,155,134,164,8.7,20,-1.8,21.9,663,225,28.2,89.1
"1141463","CASTLEGAR RO",NA,NA,169,NA,NA,NA,12.9666666666667,NA,NA,NA,4.23333333333333,NA,NA,NA,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2,14.1,25.5,12.6,-4.1,2.4,10.9,3.2,-1.4,8.3,18.2,7.9,221,157,135,167,8.2,19.5,-2.3,21.8,680,224,26.8,87.1
"114148","HARROP",139,153,196,191,13.1666666666667,24.3333333333333,11.4333333333333,0.366666666666667,1.8,9.93333333333333,2.83333333333333,-4.16666666666667,7.48333333333333,17.1333333333333,7.13333333333333,-1.9,242,679,7.4625,18.3,-2.45,20.75,25.7179675994109,75.6198347107438,1.5,13.4,24.6,12.2,-3.6,2.3,10.8,3.4,-1.1,7.8,17.7,7.8,214,144,140,200,8.1,18.9,-1.8,20.7,698,227,25.9,83.4
"1141800","COLUMBIA GAR",155,146,142,212,15.4333333333333,27.1666666666667,13.8333333333333,0.966666666666667,2.8,10.5,3.03333333333333,-4.36666666666667,9.11666666666667,18.8333333333333,8.43333333333333,-1.7,234,655,8.67083333333333,19.95,-2.6,22.55,28.5050890585242,85.2564102564102,1.4,15.3,27.3,13.7,-4,2.5,10.7,3.1,-1.3,8.9,19,8.4,202,150,135,149,8.8,20.4,-2.2,22.6,637,225,29.4,90.6
"1141803","COLUMBIA GAR",164,141,158,187,15.3666666666667,27.6666666666667,13.4,1.1,2.06666666666667,10.1666666666667,2.36666666666667,-4.86666666666667,8.71666666666667,18.9166666666667,7.88333333333333,-1.88333333333333,229,650,8.40833333333333,20.25,-3,23.25,28.3205128205128,88.4279475982533,1.4,15.1,27.1,13.5,-4.1,2.4,10.6,3,-1.4,8.7,18.9,8.3,201,148,137,151,8.6,20.3,-2.3,22.5,637,225,29.3,90.2
"1142112","CRAWFORD BAY",218,162,249,320,13.4,23.6333333333333,12.0333333333333,1.53333333333333,2.86666666666667,11.5,3.4,-3.53333333333333,8.13333333333333,17.5666666666667,7.71666666666667,-1,281,949,8.10416666666667,18.95,-1.85,20.8,19.0770987003864,67.4377224199288,1.4,12.9,24.1,11.8,-3.7,2.1,10.6,3.2,-1.2,7.5,17.3,7.5,264,163,145,225,7.8,18.5,-1.9,20.5,797,247,22.3,75.1
"1142130","CRESCENT VAL",208,179,244,275,14.3666666666667,25.7,12.5666666666667,1.06666666666667,0.866666666666667,8.56666666666667,0.866666666666666,-5.6,7.61666666666667,17.1333333333333,6.71666666666667,-2.26666666666667,316,906,7.3,18.3,-3.25,21.55,19.0949227373068,57.9113924050633,1.5,14.7,26.3,13.1,-3.9,2.4,10.7,3.2,-1.2,8.5,18.5,8.1,261,170,142,201,8.5,19.8,-2,21.8,774,245,23.9,80.7
"1142160","CRESTON",159,139,169,191,14.5,25.8333333333333,13.1666666666667,1.7,2.73333333333333,11.2,2.93333333333333,-4.26666666666667,8.61666666666667,18.5166666666667,8.05,-1.28333333333333,242,658,8.475,19.8,-2.35,22.15,28.0775075987842,81.8181818181818,1.3,13.8,25.3,12.7,-5.3,2,10.3,2.1,-2,7.9,17.8,7.4,170,129,109,150,7.8,19.1,-3,22,559,195,31.8,97.5
"1142164","CRESTON WPCC",135,118,143,164,14.4333333333333,25.7333333333333,13.2,1.56666666666667,2.43333333333333,10.3333333333333,2.13333333333333,-4.93333333333333,8.43333333333333,18.0333333333333,7.66666666666667,-1.68333333333333,208,560,8.1125,19.2,-2.55,21.75,32.34375,92.3076923076923,1.5,14.2,25.6,13,-5.1,2.3,10.6,2.4,-1.8,8.2,18.1,7.7,167,122,103,146,8.1,19.4,-2.7,22,539,186,33.5,104.1
"114220","D'OREILLE N",NA,NA,NA,NA,15.5,27.1333333333333,NA,1.3,1.93333333333333,10.3666666666667,NA,NA,8.71666666666667,18.75,NA,NA,NA,NA,NA,20.1,NA,NA,NA,NA,-0.3,12.4,24.4,11.7,-6,0.9,9.7,1.8,-3.1,6.6,17,6.7,253,201,168,205,6.8,18.4,-4,22.4,826,287,20.4,64.2
"1142400","DEER PARK",134,134,128,140,13.9666666666667,25.8333333333333,12.7333333333333,1.8,2.4,11.2333333333333,3.9,-2.96666666666667,8.18333333333333,18.5333333333333,8.31666666666667,-0.583333333333333,226,536,8.6125,19.8,-1.15,20.95,34.7248134328358,87.6106194690265,1.5,14.7,26.3,13.1,-3.7,2.6,11.1,3.5,-1.1,8.6,18.7,8.3,165,119,124,129,8.6,20,-1.9,21.8,537,200,34.7,99.6
"1142574","DUNCAN LAKE",162,173,217,246,13.5,24.2333333333333,11.8333333333333,0.933333333333333,0.666666666666667,8.9,1.33333333333333,-5.6,7.08333333333333,16.5666666666667,6.58333333333333,-2.33333333333333,281,798,6.975,17.75,-3,20.75,21.2719298245614,63.1672597864769,1.1,12.9,23.5,11.4,-4.6,1.7,10.3,2.6,-1.7,7.3,16.9,7,253,147,155,202,7.4,18.1,-2.3,20.4,757,248,22.9,72.7
"1142640","EDGEWOOD",170,NA,181,NA,14.3666666666667,25.3333333333333,12.3,1.16666666666667,1.4,9.46666666666667,1.66666666666667,-5.7,7.88333333333333,17.4,6.98333333333333,-2.26666666666667,NA,NA,7.5,18.55,-3.1,21.65,NA,NA,0.5,13.2,24.6,11.6,-5.3,1.1,9.6,2,-2.4,7.1,17.1,6.8,194,155,152,166,7.2,18.3,-3,21.3,667,251,25.7,72.9
"1142820","FAUQUIER",192,199,200,191,13.5666666666667,24.8,11.8,1.23333333333333,1.86666666666667,10.2666666666667,2.96666666666667,-3.86666666666667,7.71666666666667,17.5333333333333,7.38333333333333,-1.31666666666667,328,782,7.82916666666667,18.75,-1.75,20.5,22.7994458653026,57.1646341463415,1,13.6,25,12,-4.9,1.4,9.9,2.4,-1.9,7.5,17.5,7.2,197,156,165,175,7.6,18.7,-2.5,21.2,694,274,25.3,68.2
"1143900","KASLO",194,170,236,288,13.2,24.1666666666667,12.1,1.36666666666667,2,10.6333333333333,2.86666666666667,-4.63333333333333,7.6,17.4,7.48333333333333,-1.63333333333333,283,888,7.7125,18.6,-2.45,21.05,19.946509009009,65.7243816254417,1.4,13,24,11.9,-4,2,10.5,3,-1.3,7.5,17.2,7.4,291,170,157,232,7.7,18.5,-2.1,20.6,850,251,20.8,73.8
"1144388","KOOTENAY BAY",215,177,260,299,13.3333333333333,24.7666666666667,12.2333333333333,1.86666666666667,2.8,11.5333333333333,4.23333333333333,-2.76666666666667,8.06666666666667,18.15,8.23333333333333,-0.45,307,951,8.5,19.45,-1.35,20.8,19.453207150368,63.3550488599349,1.4,12.9,24,11.7,-3.8,2.1,10.5,3.2,-1.2,7.5,17.2,7.4,255,158,144,220,7.7,18.4,-1.9,20.3,776,241,22.9,76.3
"1144413","KOOTENAY PAS",427,NA,NA,554,4.26666666666667,16.1666666666667,5.13333333333333,-4.9,-4.03333333333333,5.13333333333333,-2,-10.1333333333333,0.116666666666667,10.65,1.56666666666667,-7.51666666666667,NA,NA,1.20416666666667,12.35,-8.1,20.45,NA,NA,-3.6,6,17.2,6.2,-9.5,-3.1,6.1,-1.4,-6.5,1.4,11.6,2.4,552,454,336,453,2.2,13.1,-7.5,20.6,1795,581,6.8,22.6
"1144580","LARDEAU",149,155,206,244,13.7,24.1333333333333,12.2,1.2,1.76666666666667,9.56666666666667,2.4,-4.46666666666667,7.73333333333333,16.85,7.3,-1.63333333333333,254,754,7.5625,17.9,-2.4,20.3,23.2924403183024,70.4724409448819,1.1,12.9,23.6,11.5,-4.4,1.8,10.3,2.7,-1.7,7.4,16.9,7.1,254,145,153,204,7.4,18.1,-2.3,20.4,755,245,23.1,73.8
"1144582","LARDEAU CREE",215,246,352,483,9.36666666666667,21.3,7.73333333333333,-3.33333333333333,-1.43333333333333,6.93333333333333,-0.766666666666667,-9.13333333333333,3.96666666666667,14.1166666666667,3.48333333333333,-6.23333333333333,401,1296,3.83333333333333,15.4,-7.6,23,10.6738683127572,38.4039900249376,-3.6,9.7,21.3,8,-9.4,-1.7,7.2,-0.7,-6.5,4,14.2,3.7,487,210,235,354,3.8,15.5,-7.8,23.3,1286,366,10.8,42.3
"1144635","LISTER",143,128,135,148,13.8,25.7666666666667,12.9666666666667,1.5,2.53333333333333,11.0666666666667,3.13333333333333,-4.56666666666667,8.16666666666667,18.4166666666667,8.05,-1.53333333333333,228,554,8.275,19.9,-2.45,22.35,32.9873646209386,87.280701754386,1.1,13.5,25,12.4,-5.7,1.5,9.9,1.7,-2.3,7.5,17.4,7.1,164,132,117,147,7.4,18.7,-3.3,22,560,206,31.1,90.9
"1145297","NAKUSP CS",163,171,219,NA,13.8666666666667,25.4,12.1,1.23333333333333,2.43333333333333,11.3333333333333,3.7,-3.7,8.15,18.3666666666667,7.9,-1.23333333333333,292,NA,8.29583333333333,19.5,-1.95,21.45,NA,66.7808219178082,0.9,13.5,24.9,11.6,-4.4,1.6,10.1,2.7,-1.7,7.5,17.5,7.1,260,156,172,208,7.6,18.7,-2.4,21.1,795,280,22.1,66.9
"1145300","NAKUSP",195,214,231,271,13.0666666666667,24.4333333333333,11.4666666666667,1.3,1.86666666666667,10.7333333333333,3.06666666666667,-4.03333333333333,7.46666666666667,17.5833333333333,7.26666666666667,-1.36666666666667,343,911,7.7375,18.8,-1.8,20.6,19.4703622392975,54.8104956268221,1.1,13.6,25,11.7,-4.2,1.7,10.4,2.8,-1.6,7.7,17.7,7.3,266,160,175,205,7.8,18.9,-2.2,21.1,807,281,22,67.1
"1145303","NAKUSP GLENB",NA,NA,NA,NA,13.8,NA,11.3333333333333,0.3,1.66666666666667,NA,2.9,-4.43333333333333,7.73333333333333,NA,7.11666666666667,-2.06666666666667,NA,NA,NA,NA,-2.7,NA,NA,NA,0.9,13.6,25,11.6,-4.2,1.7,10.4,2.8,-1.6,7.7,17.7,7.2,272,161,175,214,7.7,18.9,-2.3,21.2,823,281,21.6,67.1
"1145442","NELSON NE",200,173,247,284,14.0666666666667,25,12.9666666666667,2.13333333333333,2.9,10.8666666666667,4.03333333333333,-2.8,8.48333333333333,17.9333333333333,8.5,-0.333333333333333,291,904,8.64583333333333,19.15,-1.1,20.25,20.6259218289086,65.807560137457,1.5,14,25.3,12.6,-3.7,2.3,10.7,3.3,-1.1,8.1,18,7.9,256,179,163,224,8.3,19.3,-1.8,21.1,823,266,22.2,72.3
"1145445","NELSON 2",177,144,196,210,14.4333333333333,25.7333333333333,12.9333333333333,1.56666666666667,2.66666666666667,11.3666666666667,3.66666666666667,-3.56666666666667,8.55,18.55,8.3,-1,255,727,8.6,19.7,-2.05,21.75,25.5845942228336,77.2549019607843,1.5,14.2,25.7,12.7,-3.8,2.3,10.7,3.2,-1.2,8.2,18.2,8,213,159,137,187,8.3,19.5,-1.9,21.4,695,231,26.3,84.5
"1145446","NELSON VOCAT",NA,NA,260,238,NA,NA,11.8,1.03333333333333,NA,NA,2.83333333333333,-4.5,NA,NA,7.31666666666667,-1.73333333333333,NA,NA,NA,NA,-2.65,NA,NA,NA,1.2,13.6,25.2,12.2,-4.1,1.9,10.4,2.9,-1.5,7.8,17.8,7.5,222,167,143,193,7.9,19.1,-2.4,21.5,724,238,24.7,80.4
"1145460","NEW DENVER",185,195,224,254,13.5333333333333,24.8666666666667,11.8,1.2,2.26666666666667,11.1666666666667,3.66666666666667,-3.8,7.9,18.0166666666667,7.73333333333333,-1.3,312,858,8.0875,19.2,-1.9,21.1,21.0810023310023,61.5384615384615,1.3,13.4,24.7,12,-4.1,2,10.7,3.2,-1.4,7.7,17.7,7.6,262,163,176,214,7.9,18.9,-1.9,20.9,814,280,22,67.4
"1145730","OLD GLORY MO",256,218,220,212,-1.63333333333333,10.7666666666667,1.9,-7.46666666666667,-7.5,3.83333333333333,-3.1,-11.9,-4.56666666666667,7.3,-0.6,-9.68333333333333,353,906,-1.8875,9.15,-10.75,19.9,8.95419426048565,25.9206798866856,-6.8,1.8,13,2.6,-11.8,-6.1,4.2,-3.2,-9.3,-2.2,8.6,-0.3,298,234,172,247,-0.8,10,-9.2,19.3,951,295,9.7,34
"1145M29","NELSON CS",162,138,150,NA,14.0666666666667,25.6,13.1,1.9,3,11.6,4.16666666666667,-3,8.53333333333333,18.6,8.63333333333333,-0.55,239,NA,8.80416666666667,20,-1.25,21.25,NA,83.6820083682008,1.5,14.2,25.8,12.7,-3.8,2.3,10.8,3.3,-1.1,8.3,18.3,8,209,156,137,182,8.3,19.6,-1.9,21.5,684,229,26.8,85.5
"1146810","ROBSON",200,160,195,231,14.4333333333333,25.5333333333333,12.8666666666667,1.23333333333333,2.76666666666667,10.6666666666667,3.33333333333333,-2.9,8.6,18.1,8.1,-0.833333333333333,263,786,8.49166666666667,19.35,-1.8,21.15,23.5262934690416,73.574144486692,1.5,14.8,26.3,13.1,-3.4,2.9,11.2,3.7,-1,8.8,18.8,8.4,215,156,132,167,8.8,20.1,-1.8,21.9,671,221,28,91.1
"1146870","ROSSLAND CIT",232,175,201,279,11.1333333333333,22.5333333333333,10.3,-0.9,1.56666666666667,10.8,2.36666666666667,-5.16666666666667,6.35,16.6666666666667,6.33333333333333,-3.03333333333333,301,887,6.57916666666667,18,-4.15,22.15,18.6912814731304,59.8006644518272,-0.9,11.1,22.8,10.4,-6.4,0.6,9.8,1.8,-3.6,5.8,16.3,6.1,290,215,159,212,6.2,17.7,-4.5,22.3,876,276,18.4,64.2
"1146874","ROSSLAND MAC",235,177,242,322,10.5666666666667,22.4,10,-1.36666666666667,0.7,10.1,1.16666666666667,-6.46666666666667,5.63333333333333,16.25,5.58333333333333,-3.91666666666667,310,976,5.8875,17.6,-4.95,22.55,16.2781762295082,56.7741935483871,-0.9,11.1,22.8,10.4,-6.4,0.6,9.8,1.8,-3.6,5.8,16.3,6.1,290,215,159,212,6.2,17.7,-4.5,22.3,876,276,18.4,64.2
"1146944","SALMO BCFS",NA,192,216,223,NA,25.7,NA,NA,NA,8.06666666666667,NA,NA,NA,16.8833333333333,NA,NA,313,NA,NA,18.4,NA,NA,NA,58.7859424920128,0.9,13.4,25.2,12.3,-5.3,1.2,9.6,2,-2.2,7.3,17.4,7.1,223,224,179,204,7.4,18.7,-3.1,21.8,829,307,21,60.9
"1147620","SOUTH SLOCAN",191,153,219,264,15.4,27.2333333333333,13.7333333333333,1.8,1.33333333333333,9.66666666666667,2.03333333333333,-5.03333333333333,8.36666666666667,18.45,7.88333333333333,-1.61666666666667,270,827,8.27083333333333,19.75,-2.5,22.25,22.0929060862555,73.1481481481481,1.2,14.2,25.8,12.7,-4.3,2,10.4,2.8,-1.5,8.1,18.1,7.8,254,175,138,203,8.1,19.4,-2.4,21.8,770,243,23.5,79.9
"1148212","TRAIL SUNNIN",203,138,182,228,16.4,27.2666666666667,14.0333333333333,2.2,2.86666666666667,10.7666666666667,3.36666666666667,-3.63333333333333,9.63333333333333,19.0166666666667,8.7,-0.716666666666667,246,751,9.15833333333333,20.35,-1.75,22.1,25.5104305370617,82.7235772357724,1.5,15.3,27.1,13.6,-3.8,2.8,11,3.5,-1.1,9,19,8.5,216,159,120,166,8.9,20.4,-2,22.4,662,210,28.5,97.3
"1148670","WANETA",146,139,128,186,14.9333333333333,26.9666666666667,13.9,0.9,1.33333333333333,9.13333333333333,1.53333333333333,-5.2,8.13333333333333,18.05,7.71666666666667,-2.15,223,599,7.9375,19.55,-2.9,22.45,29.9457429048414,87.6681614349776,0.7,13.8,25.7,12.7,-5.1,1.6,10.2,2.4,-2.2,7.7,18,7.6,199,151,133,148,7.8,19.3,-3.1,22.4,631,225,28.2,85.9
"1148700","WARFIELD",197,150,189,230,14.6666666666667,26.5666666666667,13.0666666666667,1.26666666666667,3.23333333333333,12.0666666666667,3.63333333333333,-3.9,8.95,19.3166666666667,8.35,-1.31666666666667,260,766,8.825,20.65,-2.4,23.05,24.5757180156658,79.4230769230769,0.9,14.1,25.9,12.8,-4.7,2.2,10.6,2.9,-1.9,8.1,18.3,7.9,235,181,139,188,8.1,19.6,-2.7,22.3,742,241,24.4,81.7
"1148705","WARFIELD RCS",NA,NA,NA,NA,14.4333333333333,26.9,13.0333333333333,0.633333333333333,3.16666666666667,11.5666666666667,3.46666666666667,-3.93333333333333,8.8,19.2333333333333,8.25,-1.65,NA,NA,8.65833333333333,20.6,-2.85,23.45,NA,NA,1.2,14.6,26.5,13.1,-4.3,2.5,10.8,3.2,-1.6,8.6,18.6,8.2,221,167,126,173,8.4,20,-2.4,22.4,687,218,26.8,91.6
"1148790","WEST CRESTON",134,108,169,194,14,24.9666666666667,12.7333333333333,0.833333333333333,2,10.2,1.53333333333333,-6.26666666666667,8,17.5833333333333,7.13333333333333,-2.71666666666667,195,605,7.5,18.85,-3.4,22.25,28.9256198347107,96.6666666666667,1.5,14.2,25.6,13,-5.1,2.3,10.6,2.4,-1.8,8.2,18.1,7.7,168,122,99,148,8.1,19.4,-2.7,22.1,537,182,33.7,106.9
"114B1F0","CRESTON CAMP",117,117,122,132,14.1,25.8333333333333,12.8666666666667,1.36666666666667,3.23333333333333,12.3,3.6,-4.23333333333333,8.66666666666667,19.0666666666667,8.23333333333333,-1.43333333333333,199,488,8.63333333333333,20.5,-2.55,23.05,38.1830601092896,103.015075376884,1.1,13.5,25,12.5,-5.7,1.6,10,1.8,-2.3,7.6,17.5,7.1,167,126,111,146,7.5,18.8,-3.3,22,550,194,31.8,96.9
"114EMDM","NELSON RIXEN",243,191,249,302,13.2666666666667,25.3,12.3,0.7,0.7,9.16666666666667,1.4,-6.16666666666667,6.98333333333333,17.2333333333333,6.85,-2.73333333333333,333,985,7.08333333333333,18.45,-3.85,22.3,17.3434856175973,55.4054054054054,0.6,12.8,24.4,11.6,-4.6,1.3,10,2.3,-2,7,17.2,6.9,294,216,173,236,7.3,18.4,-3.1,21.6,918,290,18.8,63.5
"114Q3C9","PASSMORE",175,140,190,231,15.2333333333333,26.7666666666667,13.4666666666667,1.66666666666667,1.76666666666667,10.0666666666667,2.5,-4.33333333333333,8.5,18.4166666666667,7.98333333333333,-1.33333333333333,235,736,8.39166666666667,19.7,-2.3,22,24.9886775362319,83.8297872340426,1.5,14.6,26.2,13,-4,2.3,10.5,3.1,-1.3,8.4,18.4,8,231,154,130,180,8.4,19.7,-2.1,21.8,695,217,26.4,91
"114R00A","YAHK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.1,12.4,24.3,11.7,-7.5,0.2,8.6,0.5,-3.8,6.3,16.4,6.1,200,163,143,189,6.3,17.7,-4.9,22.7,694,246,23.4,72.1
"1150060","ABERFELDIE",138,181,135,119,13.3,24.8333333333333,11.8333333333333,-0.0666666666666667,1.16666666666667,9.73333333333333,0.966666666666667,-8.1,7.23333333333333,17.2833333333333,6.4,-4.08333333333333,295,573,6.70833333333333,18.85,-5.5,24.35,29.1593949970913,63.8983050847458,-0.7,11.4,23.1,10.8,-9.4,-0.9,7.8,-0.8,-5,5.2,15.4,5,138,134,168,143,5.2,16.7,-6.4,23.1,584,276,26,60.6
"115061","WILDHORSE37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.9,9.9,21.6,9.3,-10.2,-1.7,7.6,-1.4,-6.1,4.1,14.6,4,153,139,157,142,4.1,16,-7.4,23.4,591,253,23.9,63.4
"1150690","BAYNES LAKE",111,131,94,98,13.8333333333333,25.7,12.6,-0.333333333333333,-0.533333333333333,8.4,-0.6,-9.46666666666667,6.65,17.05,6,-4.9,216,434,6.2,18.4,-6.15,24.55,37.3271889400922,85.1851851851852,0.3,13.5,25.7,12.3,-8.1,0,8.4,-0.1,-3.9,6.8,17.1,6.1,121,110,121,122,6.5,18.5,-5.2,23.7,475,206,34.8,89.9
"115096","ALDRIDGE",NA,NA,NA,NA,NA,25.4333333333333,NA,NA,NA,7.96666666666667,NA,NA,NA,16.7,NA,NA,NA,NA,NA,18.15,NA,NA,NA,NA,-0.3,12.4,24.5,11.5,-9.3,-0.7,7.6,-0.6,-4.8,5.8,16.1,5.5,142,127,132,154,5.6,17.4,-6,23.3,554,224,28.2,77.7
"115119","SURVEYORS LK",NA,NA,NA,NA,NA,25.9333333333333,NA,NA,NA,8.7,NA,NA,NA,17.3166666666667,NA,NA,NA,NA,NA,18.55,NA,NA,NA,NA,0.3,13.5,25.7,12.3,-8.1,0,8.5,-0.1,-3.9,6.8,17.1,6.1,121,111,121,123,6.5,18.5,-5.2,23.7,476,206,34.7,89.7
"1151288","CANAL FLATS",82,119,86,94,13.8,25.0666666666667,12.7,-1.6,0.0999999999999999,9.46666666666667,0.0666666666666666,-11.0333333333333,6.95,17.2666666666667,6.38333333333333,-6.31666666666667,184,381,6.07083333333333,18.45,-7.9,26.35,42.1806649168854,100.271739130435,-0.8,13.6,25.1,12,-10.3,-0.5,8.6,-0.8,-5.5,6.5,16.9,5.6,92,76,111,90,5.9,18.3,-7,25.3,368,170,43.1,107.7
"115149","OLIVIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.4,8.7,20.7,8.6,-10.4,-2.3,6.3,-1.8,-6.4,3.2,13.5,3.4,199,174,188,201,3.4,14.7,-7.5,22.2,762,310,17.6,47.3
"115180","WIGWAM L/O",NA,NA,NA,NA,NA,16.4666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.8,4.2,16.2,4.7,-11,-4.4,5.5,-2.3,-7.9,-0.1,10.9,1.2,332,289,248,329,1,12.4,-9,21.4,1198,427,9.2,29.1
"1151915","CORBIN",207,189,185,229,6.53333333333333,18.3333333333333,7.36666666666667,-2.6,-2.56666666666667,6.16666666666667,-1.7,-10.5666666666667,1.98333333333333,12.25,2.83333333333333,-6.58333333333333,317,810,2.62083333333333,13.7,-7.45,21.15,15.5812757201646,43.217665615142,-3.8,6,17.7,6.3,-11.1,-3.4,5.9,-2.3,-7.5,1.3,11.8,2,247,203,179,188,1.9,13.2,-8.6,21.7,817,303,14.6,43.4
"1152100","CRANBROOK A",102,148,106,118,13.3333333333333,25.5,11.7666666666667,-0.633333333333333,-0.0333333333333334,8.93333333333333,-0.7,-9.93333333333333,6.65,17.2166666666667,5.53333333333333,-5.28333333333333,230,474,6.02916666666667,18.5,-6.7,25.2,33.8168073136428,80.4347826086956,-0.9,12.5,24.4,11.4,-9.7,-0.7,8,-0.8,-5.3,5.9,16.2,5.3,107,100,123,102,5.5,17.6,-6.6,24.2,432,197,35.9,89.2
"1152102","CRANBROOK A",94,128,88,78,12.7,24.5666666666667,11.4,-1.16666666666667,0.433333333333333,9.86666666666667,-0.1,-9.76666666666667,6.56666666666667,17.2166666666667,5.65,-5.46666666666667,206,388,5.99166666666667,18.65,-7.15,25.8,41.2156357388316,90.5339805825243,-0.8,12.7,24.6,11.5,-9.7,-0.6,8.2,-0.7,-5.2,6,16.4,5.4,102,101,116,98,5.6,17.8,-6.5,24.4,417,189,37.5,94.2
"1152103","CRANBROOK MA",100,127,98,97,13.5333333333333,25.4666666666667,12.1666666666667,-0.466666666666667,-0.7,7.83333333333333,-1,-9.86666666666667,6.41666666666667,16.65,5.58333333333333,-5.16666666666667,206,422,5.87083333333333,18.1,-6.55,24.65,37.6086097946288,87.8640776699029,-0.1,13,24.8,12,-9,-0.4,8.2,-0.4,-4.6,6.3,16.5,5.8,112,104,129,111,6,17.9,-5.9,23.8,457,211,35,84.9
"1152104","CRANBROOK MT",NA,NA,NA,NA,11.6666666666667,NA,10.6333333333333,-1.3,-1.13333333333333,NA,-1.26666666666667,-10.1,5.26666666666667,NA,4.68333333333333,-5.7,NA,NA,NA,NA,-6.9,NA,NA,NA,-1,12.1,23.9,11.2,-9.7,-0.8,8,-0.8,-5.3,5.6,16,5.2,116,105,125,113,5.4,17.4,-6.6,24,460,205,33.4,84.7
